Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.8022186147186147,"{'C': 1000, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.6280487804878049,0.5472901168969182,0.5848949460533789,0.8518776077885952,0.8892921960072595,0.8701829160007103
