Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.6948051948051948,0.42579505300353354,0.5020833333333333,0.4608030592734226,0.8135725429017161,0.7624269005847953,0.7871698113207547
