Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.5987554112554112,0.34480712166172106,0.6052083333333333,0.4393194706994329,0.8115365489806067,0.5964912280701754,0.6875921634716663
