Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7234848484848485,0.4777936962750716,0.6947916666666667,0.566213921901528,0.8726086956521739,0.7335526315789473,0.7970611596505163
