Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7646103896103896,0.5412844036697247,0.6145833333333334,0.5756097560975609,0.8580199539524175,0.8172514619883041,0.8371396480718832
