Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S,Precision_I,Recall_I,F1_I
0.5515587529976019,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.49537037037037035,0.511472275334608,0.5032925682031985,0.613420860685631,0.6080983369486623,0.6107480029048656,0.0784313725490196,0.0547945205479452,0.06451612903225806
