Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S,Precision_I,Recall_I,F1_I
0.7059240865555162,"{'class_weight': 'balanced', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 1000}",0.6509216589861752,0.6154684095860566,0.6326987681970885,0.6219354838709678,0.5650644783118406,0.5921375921375921,0.8018707482993197,0.8998091603053435,0.8480215827338129
