Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.3795995670995671,0.2780552780552781,0.8697916666666666,0.42139793086045924,0.8196248196248196,0.20760233918128654,0.33129192184310297
