Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7729978354978355,0.8853503184713376,0.14479166666666668,0.24888093106535364,0.7680135631534332,0.993421052631579,0.8662948207171315
