Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S,Precision_I,Recall_I,F1_I
0.6008403361344538,"{'class_weight': 'balanced_subsample', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5461672473867596,0.5203319502074689,0.5329366765830854,0.5308411214953271,0.4713692946058091,0.49934065934065935,0.7026627218934911,0.8189655172413793,0.7563694267515924
