n_neighbors,min_dist,metric,threshold,test_size,n_estimators,max_depth,min_samples_split,accuracy,silhouette_score,precision_R,recall_R,f1_R,precision_S,recall_S,f1_S,precision_I,recall_I,f1_I
10,0.1,euclidean,0.1,0.3,50,10.0,5,0.6590485074626866,-0.005280437,0.6841155234657039,0.42776523702031605,0.5263888888888889,0.650314465408805,0.8638262322472848,0.742016505202727,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,10.0,10,0.6618470149253731,-0.005280437,0.6889692585895117,0.43002257336343114,0.5295343988881167,0.6524198617221874,0.8671679197994987,0.7446197991391679,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,20.0,2,0.6343283582089553,-0.005280437,0.599195710455764,0.5045146726862303,0.5477941176470589,0.6549497847919655,0.7627401837928154,0.7047472018525666,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,20.0,5,0.6403917910447762,-0.005280437,0.6137640449438202,0.4932279909706546,0.5469336670838548,0.6536312849162011,0.7819548872180451,0.7120578166603271,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,20.0,10,0.6417910447761194,-0.005280437,0.6162624821683309,0.48758465011286684,0.5444234404536862,0.6541926541926542,0.7886382623224728,0.7151515151515152,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,,2,0.6198694029850746,-0.005280437,0.5679903730445247,0.5327313769751693,0.5497961560861968,0.6546982429335371,0.7159565580618212,0.6839584996009577,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,,5,0.6236007462686567,-0.005280437,0.5762081784386617,0.5248306997742663,0.5493207324276432,0.6531835205992509,0.7284878863826232,0.688783570300158,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,50,,10,0.6441231343283582,-0.005280437,0.6126005361930295,0.5158013544018059,0.5600490196078431,0.6609442060085837,0.7719298245614035,0.7121387283236994,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,10.0,2,0.6585820895522388,-0.005280437,0.6809269162210339,0.43115124153498874,0.5279889426399447,0.6506632975363235,0.860484544695071,0.7410071942446043,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,10.0,5,0.6557835820895522,-0.005280437,0.6762075134168157,0.42663656884875845,0.5231833910034602,0.6485804416403785,0.858813700918964,0.7390366642703091,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,10.0,10,0.659981343283582,-0.005280437,0.6872727272727273,0.42663656884875845,0.5264623955431755,0.650564617314931,0.8663324979114453,0.7431028305266929,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,20.0,2,0.6347947761194029,-0.005280437,0.5989232839838493,0.5022573363431151,0.5463474524248005,0.6542857142857142,0.7652464494569757,0.7054293415479399,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,20.0,5,0.6357276119402985,-0.005280437,0.6044260027662517,0.4932279909706546,0.54319453076445,0.652112676056338,0.7736006683375104,0.707680550248376,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,20.0,10,0.6427238805970149,-0.005280437,0.6240713224368499,0.47404063205417607,0.5388069275176395,0.6514635806671205,0.7994987468671679,0.7179294823705926,0.5,0.01639344262295082,0.031746031746031744
10,0.1,euclidean,0.1,0.3,100,,2,0.6180037313432836,-0.005280437,0.566747572815534,0.5270880361173815,0.5461988304093567,0.6524714828897339,0.7167919799498746,0.6831210191082803,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,100,,5,0.6282649253731343,-0.005280437,0.5848101265822785,0.5214446952595937,0.5513126491646778,0.6543301258327165,0.7385129490392648,0.6938775510204082,0.3333333333333333,0.01639344262295082,0.03125
10,0.1,euclidean,0.1,0.3,100,,10,0.6403917910447762,-0.005280437,0.6078697421981004,0.5056433408577878,0.5520640788662969,0.6574271499644634,0.772765246449457,0.7104454685099847,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,10.0,2,0.6595149253731343,-0.005280437,0.6846846846846847,0.4288939051918736,0.527411519777932,0.6507237256135935,0.8638262322472848,0.7422828427853554,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,10.0,5,0.6571828358208955,-0.005280437,0.6805054151624549,0.4255079006772009,0.5236111111111111,0.6490566037735849,0.8621553884711779,0.7405812701829925,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,10.0,10,0.6595149253731343,-0.005280437,0.6860254083484574,0.42663656884875845,0.5260960334029228,0.650345260514752,0.8654970760233918,0.7426523297491039,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,20.0,2,0.6338619402985075,-0.005280437,0.5997267759562842,0.49548532731376976,0.5426452410383189,0.6524822695035462,0.7685881370091896,0.7057920981971615,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,20.0,5,0.6408582089552238,-0.005280437,0.6132208157524613,0.49209932279909707,0.5460237946149029,0.6545708304256804,0.783625730994152,0.7133079847908745,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,20.0,10,0.6459888059701493,-0.005280437,0.6246376811594203,0.48645598194130923,0.5469543147208121,0.656121045392022,0.7969924812030075,0.7197284043757073,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,,2,0.6156716417910447,-0.005280437,0.5623501199040767,0.5293453724604966,0.5453488372093023,0.6521072796934866,0.7109440267335004,0.6802557953637091,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.3,200,,5,0.6315298507462687,-0.005280437,0.589058524173028,0.5225733634311512,0.5538277511961722,0.6568265682656826,0.7435254803675856,0.6974921630094044,0.3333333333333333,0.01639344262295082,0.03125
10,0.1,euclidean,0.1,0.3,200,,10,0.6413246268656716,-0.005280437,0.6088709677419355,0.5112866817155757,0.5558282208588957,0.6585714285714286,0.7702589807852965,0.7100500577589527,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,50,10.0,2,0.6491780342777195,-0.005280437,0.6649550706033376,0.43566021867115223,0.5264227642276422,0.6432354357246028,0.8439671509791535,0.7300546448087432,0.6666666666666666,0.022988505747126436,0.044444444444444446
10,0.1,euclidean,0.1,0.4,50,10.0,5,0.6467296257432669,-0.005280437,0.6593264248704663,0.4280908326324643,0.5191228964813871,0.6420345489443378,0.8452305748578648,0.7297518407417507,0.6666666666666666,0.022988505747126436,0.044444444444444446
10,0.1,euclidean,0.1,0.4,50,10.0,10,0.6488282616299406,-0.005280437,0.6653645833333334,0.42977291841883936,0.5222278998467041,0.642754662840746,0.8490208464939988,0.7316276537833424,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,50,20.0,2,0.6229450856942987,-0.005280437,0.5881753312945973,0.4852817493692178,0.5317972350230414,0.6415598290598291,0.7586860391661402,0.6952243125904486,0.5,0.034482758620689655,0.06451612903225806
10,0.1,euclidean,0.1,0.4,50,20.0,5,0.6264428121720882,-0.005280437,0.59400826446281,0.48359966358284273,0.5331478905887808,0.6433492315845257,0.7668982943777637,0.6997118155619596,0.5,0.022988505747126436,0.04395604395604396
10,0.1,euclidean,0.1,0.4,50,20.0,10,0.6299405386498775,-0.005280437,0.6040992448759439,0.47098402018502944,0.5293005671077504,0.6423395445134575,0.7839545167403664,0.7061166429587482,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,50,,2,0.6117523609653726,-0.005280437,0.563963963963964,0.5264928511354079,0.5445846020008699,0.6459054209919262,0.7075173720783323,0.6753090141694302,0.2,0.034482758620689655,0.058823529411764705
10,0.1,euclidean,0.1,0.4,50,,5,0.6142007694998252,-0.005280437,0.5690821256038647,0.4953742640874685,0.5296762589928058,0.6401098901098901,0.7359444093493367,0.6846899794299148,0.5,0.022988505747126436,0.04395604395604396
10,0.1,euclidean,0.1,0.4,50,,10,0.6250437215809723,-0.005280437,0.5911885245901639,0.4852817493692178,0.5330254041570439,0.6428951569984034,0.7631080227416298,0.6978625072212594,0.5,0.022988505747126436,0.04395604395604396
10,0.1,euclidean,0.1,0.4,100,10.0,2,0.6537250786988458,-0.005280437,0.6717948717948717,0.44070647603027757,0.5322498730319959,0.6467757459095284,0.8490208464939988,0.734225621414914,1.0,0.011494252873563218,0.022727272727272728
10,0.1,euclidean,0.1,0.4,100,10.0,5,0.6498775795732774,-0.005280437,0.6666666666666666,0.4272497897392767,0.5207585853408508,0.6437768240343348,0.8528111181301327,0.7336956521739131,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,100,10.0,10,0.6526757607555089,-0.005280437,0.6727509778357236,0.4339781328847771,0.5276073619631901,0.6453154875717018,0.8528111181301327,0.7346938775510204,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,100,20.0,2,0.6257432668765303,-0.005280437,0.591983556012333,0.48444070647603027,0.5328399629972248,0.6443024494142705,0.7643714466203412,0.6992198786477897,0.375,0.034482758620689655,0.06315789473684211
10,0.1,euclidean,0.1,0.4,100,20.0,5,0.6299405386498775,-0.005280437,0.5993723849372385,0.4819175777964676,0.5342657342657343,0.6454497632824829,0.7751105495893872,0.7043628013777268,0.5,0.011494252873563218,0.02247191011235955
10,0.1,euclidean,0.1,0.4,100,20.0,10,0.6306400839454355,-0.005280437,0.6045503791982665,0.4693019343986543,0.5284090909090909,0.6430785123966942,0.786481364497789,0.7075873827791986,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,100,,2,0.6068555438964673,-0.005280437,0.5579044117647058,0.5105130361648444,0.5331576635924462,0.6406605922551253,0.7106759317751106,0.6738544474393531,0.2,0.034482758620689655,0.058823529411764705
10,0.1,euclidean,0.1,0.4,100,,5,0.6169989506820567,-0.005280437,0.57405614714424,0.4987384356602187,0.5337533753375338,0.641954969796815,0.7384712571067593,0.6868390129259695,0.4,0.022988505747126436,0.043478260869565216
10,0.1,euclidean,0.1,0.4,100,,10,0.6264428121720882,-0.005280437,0.5908163265306122,0.48696383515559294,0.5338865836791148,0.6450239489089942,0.7656348704990524,0.7001733102253033,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,200,10.0,2,0.6547743966421826,-0.005280437,0.6779661016949152,0.4373423044575273,0.5316973415132924,0.646102343376375,0.8534428300694883,0.7354382144801307,1.0,0.011494252873563218,0.022727272727272728
10,0.1,euclidean,0.1,0.4,200,10.0,5,0.6505771248688352,-0.005280437,0.66796875,0.4314550042052145,0.5242718446601942,0.6441893830703013,0.8509159823120657,0.733260751224823,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,200,10.0,10,0.6509268975166143,-0.005280437,0.6701570680628273,0.4306139613120269,0.5243215565796211,0.6439140811455847,0.852179406190777,0.7335508428493747,0.0,0.0,0.0
10,0.1,euclidean,0.1,0.4,200,20.0,2,0.6232948583420777,-0.005280437,0.5900621118012422,0.479394449116905,0.5290023201856149,0.64171974522293,0.7637397346809854,0.6974329391404672,0.3333333333333333,0.034482758620689655,0.0625
10,0.1,euclidean,0.1,0.4,200,20.0,5,0.6320391745365512,-0.005280437,0.6048988285410011,0.47771236333052985,0.5338345864661654,0.6452790818988002,0.7814276689829438,0.7068571428571429,0.6666666666666666,0.022988505747126436,0.044444444444444446
10,0.1,euclidean,0.1,0.4,200,20.0,10,0.6344875830710038,-0.005280437,0.6122004357298475,0.4726661059714045,0.5334598955861415,0.6451779267663744,0.7902716361339229,0.7103918228279387,0.5,0.011494252873563218,0.02247191011235955
10,0.1,euclidean,0.1,0.4,200,,2,0.6079048618398041,-0.005280437,0.5588507877664504,0.5071488645920942,0.5317460317460317,0.6413597733711048,0.7150979153506001,0.6762246117084827,0.2,0.034482758620689655,0.058823529411764705
10,0.1,euclidean,0.1,0.4,200,,5,0.6204966771598461,-0.005280437,0.5781853281853282,0.503784693019344,0.5384269662921348,0.6445054945054945,0.7409981048641819,0.6893917131942404,0.6666666666666666,0.022988505747126436,0.044444444444444446
10,0.1,euclidean,0.1,0.4,200,,10,0.6299405386498775,-0.005280437,0.5961145194274029,0.49032800672834315,0.5380710659898477,0.6475279106858054,0.7694251421351863,0.7032332563510393,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,10.0,2,0.6489510489510489,-0.047194816,0.6803519061583577,0.39522998296422485,0.5,0.6391184573002755,0.8710888610763454,0.7372881355932204,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,10.0,5,0.6489510489510489,-0.047194816,0.6824925816023739,0.39182282793867124,0.49783549783549785,0.6386093321134492,0.8735919899874843,0.7378435517970402,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,10.0,10,0.6496503496503496,-0.047194816,0.6834319526627219,0.393526405451448,0.49945945945945946,0.6391941391941391,0.8735919899874843,0.7382337387625595,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,20.0,2,0.5986013986013986,-0.047194816,0.5493827160493827,0.454855195911414,0.4976700838769804,0.6265957446808511,0.737171464330413,0.6774008050603795,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,20.0,5,0.5979020979020979,-0.047194816,0.5456389452332657,0.45826235093696766,0.4981481481481482,0.6260683760683761,0.7334167709637046,0.6755043227665706,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,20.0,10,0.6153846153846154,-0.047194816,0.5760869565217391,0.4514480408858603,0.5062082139446036,0.634020618556701,0.769712140175219,0.6953080836630865,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,,2,0.5636363636363636,-0.047194816,0.4974182444061962,0.49233390119250425,0.4948630136986301,0.6154761904761905,0.6470588235294118,0.6308724832214765,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,,5,0.5671328671328671,-0.047194816,0.5,0.47700170357751276,0.4882301656495205,0.6103448275862069,0.6645807259073843,0.6363091671659676,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,50,,10,0.5881118881118881,-0.047194816,0.525233644859813,0.4787052810902896,0.5008912655971479,0.6256983240223464,0.7008760951188986,0.6611570247933884,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,10.0,2,0.6496503496503496,-0.047194816,0.6791907514450867,0.40034071550255534,0.5037513397642015,0.6402214022140221,0.8685857321652065,0.7371216144450345,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,10.0,5,0.6517482517482518,-0.047194816,0.6906906906906907,0.39182282793867124,0.5,0.6399270738377393,0.8785982478097623,0.740506329113924,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,10.0,10,0.6482517482517482,-0.047194816,0.6783625730994152,0.39522998296422485,0.49946178686759957,0.6387867647058824,0.869837296620776,0.7366189719130896,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,20.0,2,0.6013986013986014,-0.047194816,0.554140127388535,0.444633730834753,0.4933837429111531,0.6265690376569037,0.7496871088861077,0.6826210826210827,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,20.0,5,0.5951048951048951,-0.047194816,0.5409836065573771,0.4497444633730835,0.49116279069767443,0.6231422505307855,0.7346683354192741,0.6743251005169443,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,20.0,10,0.6181818181818182,-0.047194816,0.5824175824175825,0.4514480408858603,0.508637236084453,0.6348717948717949,0.7747183979974969,0.6978579481397971,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,,2,0.5713286713286714,-0.047194816,0.5071174377224199,0.4855195911413969,0.4960835509138381,0.619324796274738,0.6658322903629537,0.6417370325693607,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,,5,0.5755244755244755,-0.047194816,0.510989010989011,0.4752981260647359,0.49249779346866723,0.6160815402038505,0.6808510638297872,0.6468489892984542,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,100,,10,0.5937062937062937,-0.047194816,0.5353728489483748,0.47700170357751276,0.5045045045045045,0.6273428886438809,0.7121401752190237,0.6670574443141852,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,10.0,2,0.6524475524475525,-0.047194816,0.6882352941176471,0.3986371379897785,0.5048543689320388,0.6412844036697247,0.8748435544430538,0.7400741132874536,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,10.0,5,0.651048951048951,-0.047194816,0.6875,0.393526405451448,0.5005417118093174,0.6398537477148081,0.8760951188986232,0.739566825145272,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,10.0,10,0.6496503496503496,-0.047194816,0.6823529411764706,0.39522998296422485,0.5005393743257821,0.6394495412844037,0.8723404255319149,0.7379565907887772,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,20.0,2,0.6,-0.047194816,0.5503080082135524,0.4565587734241908,0.49906890130353815,0.6276595744680851,0.7384230287859824,0.6785508913168488,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,20.0,5,0.6076923076923076,-0.047194816,0.5609243697478992,0.454855195911414,0.5023518344308561,0.6310272536687631,0.753441802252816,0.6868225898459783,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,20.0,10,0.6195804195804195,-0.047194816,0.5855263157894737,0.454855195911414,0.5119846596356663,0.635523613963039,0.7747183979974969,0.6982515510434292,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,,2,0.5734265734265734,-0.047194816,0.5106007067137809,0.49233390119250425,0.5013009540329575,0.6210526315789474,0.6645807259073843,0.6420798065296252,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,,5,0.5776223776223777,-0.047194816,0.5137614678899083,0.47700170357751276,0.49469964664310956,0.6169491525423729,0.6833541927409261,0.6484560570071259,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.2,200,,10,0.5972027972027972,-0.047194816,0.5414258188824663,0.4787052810902896,0.5081374321880651,0.6289791437980241,0.7171464330413017,0.6701754385964912,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,10.0,2,0.6436567164179104,-0.047194816,0.6762295081967213,0.3724604966139955,0.48034934497816595,0.6340579710144928,0.8771929824561403,0.7360672975814931,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,10.0,5,0.6403917910447762,-0.047194816,0.6715176715176715,0.36455981941309257,0.4725676664228237,0.6313890559230306,0.8771929824561403,0.7342657342657343,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,10.0,10,0.6441231343283582,-0.047194816,0.681912681912682,0.37020316027088035,0.47988295537673736,0.6331930246542393,0.8796992481203008,0.7363636363636363,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,20.0,2,0.5811567164179104,-0.047194816,0.5230978260869565,0.4345372460496614,0.4747225647348952,0.6141226818830242,0.7192982456140351,0.6625625240477107,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,20.0,5,0.590018656716418,-0.047194816,0.5334261838440112,0.4322799097065463,0.4775561097256858,0.6185133239831697,0.7368421052631579,0.6725123903926802,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,20.0,10,0.6086753731343284,-0.047194816,0.5705794947994056,0.43340857787810383,0.4926234765875561,0.6261046906866078,0.7694235588972431,0.6904047976011994,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,,2,0.5611007462686567,-0.047194816,0.4982164090368609,0.4729119638826185,0.48523451071221774,0.609642301710731,0.6549707602339181,0.6314941602899719,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,,5,0.5760261194029851,-0.047194816,0.5141800246609125,0.4706546275395034,0.49145550972304064,0.6159638554216867,0.683375104427736,0.6479207920792079,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,50,,10,0.5844216417910447,-0.047194816,0.5251612903225806,0.45936794582392776,0.4900662251655629,0.6179693206720234,0.706766917293233,0.6593920498830865,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,10.0,2,0.6441231343283582,-0.047194816,0.6865671641791045,0.36343115124153497,0.4752767527675277,0.6322388059701493,0.8847117794486216,0.7374651810584958,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,10.0,5,0.6431902985074627,-0.047194816,0.6876355748373102,0.3577878103837472,0.4706755753526355,0.6310160427807486,0.8872180451127819,0.7375,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,10.0,10,0.6441231343283582,-0.047194816,0.688034188034188,0.36343115124153497,0.4756277695716396,0.6318615751789977,0.8847117794486216,0.7372084928646014,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,20.0,2,0.5788246268656716,-0.047194816,0.520949720670391,0.42099322799097066,0.4656679151061174,0.6104078762306611,0.7251461988304093,0.662848415425735,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,20.0,5,0.5965485074626866,-0.047194816,0.5455840455840456,0.4322799097065463,0.482367758186398,0.6213592233009708,0.7485380116959064,0.6790450928381963,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,20.0,10,0.6105410447761194,-0.047194816,0.5768645357686454,0.42776523702031605,0.49125081011017496,0.6254203093476799,0.7769423558897243,0.6929955290611028,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,,2,0.5666977611940298,-0.047194816,0.5055079559363526,0.46613995485327314,0.48502642395772166,0.612681436210848,0.6700083542188805,0.6400638467677574,0.0,0.0,0.0
10,0.1,euclidean,0.2,0.3,100,,5,0.5769589552238806,-0.047194816,0.5151515151515151,0.4604966139954853,0.4862932061978546,0.6140740740740741,0.6925647451963242,0.6509619159795839,0.0,0.0,0.0
