Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.8225108225108225,0.7076502732240437,0.5395833333333333,0.6122931442080378,0.8508771929824561,0.9217836257309941,0.8849122807017544
