Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.49377705627705626,0.321861556511537,0.8572916666666667,0.46801251066249644,0.8797190517998245,0.36622807017543857,0.5171612903225806
