Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S,Precision_I,Recall_I,F1_I
0.6518784972022382,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.725897920604915,0.367112810707457,0.4876190476190476,0.6320324379118094,0.9016630513376718,0.7431466030989273,0.0,0.0,0.0
