Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.34875541125541126,0.2669887278582931,0.8635416666666667,0.40787207872078723,0.7783417935702199,0.16812865497076024,0.2765253982566877
