Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.8238636363636364,0.881578947368421,0.35600425079702447,0.5071915215745647,0.8172496984318456,0.9836660617059891,0.8927689013342118
