Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7454004329004329,0.5069699192956714,0.7197916666666667,0.5949203616013775,0.8846978139734247,0.7543859649122807,0.814361807062537
