Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7578463203463204,0.5401730531520396,0.4552083333333333,0.49406444318824194,0.8188430897125043,0.8640350877192983,0.8408322959274409
