Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.8022186147186147,0.8102981029810298,0.31145833333333334,0.44996237772761477,0.8013225127742711,0.9744152046783626,0.8794326241134752
