Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.7416125541125541,0.5021097046413502,0.6197916666666666,0.5547785547785548,0.8546395858223815,0.7843567251461988,0.8179912330855728
