Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.6496212121212122,0.3862864901561439,0.5927083333333333,0.46773530620632964,0.8241115609536662,0.6695906432748538,0.7388586408550111
