Accuracy,Best_Params,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S,Precision_I,Recall_I,F1_I
0.6426858513189448,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.6030389363722697,0.607074569789675,0.605050023820867,0.6847672778561354,0.7020968908170644,0.6933238129239557,0.06451612903225806,0.0273972602739726,0.038461538461538464
