Accuracy,Precision_R,Recall_R,F1_R,Precision_S,Recall_S,F1_S
0.6945346320346321,0.4490657022302592,0.7760416666666666,0.5689194348988164,0.8944526264113893,0.6659356725146199,0.7634611355541588
